TICKER,STD,BETA,SHARPE RATIO,TREYNOR RATIO
PORT3.SA,0.016268984717249902,0.6143006077377978,0.6972422258082452,1.8465589929446022
POSI3.SA,0.03353528246524325,1.5174842390984538,-0.2026612674518305,-0.4478664538090404
RAPT4.SA,0.021147874167656896,1.0595619058886194,-0.018553223404507962,-0.037030515327360757
RDOR3.SA,0.025286083824149957,1.4104999233958013,-0.37602080896146567,-0.6740938824110964
RECV3.SA,0.027732763013118035,1.109023042525362,0.13708959778118432,0.3428128344540066
ROMI3.SA,0.02477173098182621,0.9784674012770724,-0.23728481281806893,-0.600730851281343
SANB11.SA,0.015376259097781205,0.8618512221026942,-0.31891524016063155,-0.56897562330737
SAPR11.SA,0.01597381584453008,0.5065441097874794,0.4431689444605441,1.397528659408861
SBFG3.SA,0.03612229459027782,1.7853577487912284,-0.16179106575088437,-0.3273441719501482
SLCE3.SA,0.018639352282343008,0.5509923289307793,-0.1441503968237972,-0.48764200279380737
SMFT3.SA,0.028019541042763885,1.47127865803443,0.16482593637798573,0.313900229846662
SMTO3.SA,0.023277769003709994,0.9511660730855843,-0.298098892446368,-0.7295337118278373
SUZB3.SA,0.01819332489465907,0.34965513568142775,-0.09857146186505483,-0.5128889720316768
TASA4.SA,0.021960921187457197,0.9016178628580307,-0.953073020146516,-2.321422671793843
TEND3.SA,0.046207509041349286,1.6444585375575966,0.24256754104151187,0.6815885952625275
TIMS3.SA,0.014797449377787765,0.4860754566756394,0.29166887584278534,0.8879188130331666
TRIS3.SA,0.0295048694376844,1.395993750352018,0.0981820075411593,0.2075114815450408
TTEN3.SA,0.025736113474585674,0.8959534660609351,0.3378661542747797,0.9705148777276135
TUPY3.SA,0.019171061922428935,0.7787859757727291,-0.023712355243750725,-0.05837175358140243
UGPA3.SA,0.021729353720351573,1.2178095550716252,0.22351122160984388,0.39881066580583174
UNIP6.SA,0.018305455495553947,0.7508098004716148,-0.5513417436824508,-1.3442234964808204
VALE3.SA,0.019179565518675886,0.894931811891456,-0.2810737288733364,-0.6023779607421692
VAMO3.SA,0.03021613566623144,1.6565893026131628,-0.4491854347509298,-0.8193127900994693
VBBR3.SA,0.020947318587076404,1.2177740645874433,0.07276469878349354,0.12516487020331366
VITT3.SA,0.026669862634111856,0.9024255592615876,-0.6261655401734937,-1.8505403322470328
VIVT3.SA,0.013429097833065173,0.4709032621550018,-0.013339278085496955,-0.03804060936270113
VLID3.SA,0.02834630733275843,1.024195360163467,0.9900628588331073,2.740163367929476
